Region,Departement,COM_ARRT_VILLE,COMMUNE,QUARTIER_VILLAGE_HAMEAU,CONCESSION,MENAGE,HOMMES,FEMMES,POPULATION
DIOURBEL,M’BACKE,MBACKE,MBACKE,"DAROU SALAM",2746,2885,13860,13929,27789
DIOURBEL,M’BACKE,MBACKE,MBACKE,"MBACKE KHEWAR",3456,3843,18706,19158,37864
DIOURBEL,M’BACKE,MBACKE,MBACKE,"MBACKE MOURIDE",217,250,1189,1432,2621
DIOURBEL,M’BACKE,MBACKE,MBACKE,"MBACKE NDIMBE (MBACKE)",1183,1459,6091,6740,12831
DIOURBEL,M’BACKE,MBACKE,MBACKE,NDOYENE,275,312,1711,1958,3669
DIOURBEL,M’BACKE,MBACKE,MBACKE,"PALENE (MBACKE BARRY)",1603,1839,7812,8865,16677
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","BATHIE ROYE",5,6,26,35,61
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","DENDEYE ESCALE",79,82,421,443,864
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","DENDEYE 2 WOLOF",15,15,91,64,155
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","DENDEYE PEULH",8,10,70,44,114
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","GOUYE GUI",35,42,264,233,497
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","H1 BELELE MBABA",4,4,38,39,77
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","H2 BERE",2,4,15,9,24
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","H3 KEUR MOR SARR",4,4,33,22,55
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","H4 KEUR BANDJIRY KA",6,6,28,21,49
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","KELEL CONTOR",4,4,21,25,46
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","H2 KEUR ALIOU KA",2,2,35,31,66
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","KEUR CHEIKH DIOP",16,25,130,144,274
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","KEUR MABALY SENE",7,7,37,36,73
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","KEUR MAR BOYE",3,3,12,6,18
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","KEUR MAR NDIAYE",6,11,89,71,160
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","KEUR SOULEYE DIAGNE",5,5,41,14,55
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","H1 KEUR DJIBY YADE",5,5,47,39,86
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","KEUR YORO NDIAYE",2,4,33,36,69
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI",NDIAMBOUL,2,4,17,25,42
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","NDIAWALDY 1",10,10,74,48,122
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","NDIAWALDY 2",16,21,130,125,255
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","H1 KEUR MALICK",6,6,59,37,96
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI",NDIOLOFFENE,75,109,700,687,1387
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI",NGUERANE,28,48,299,256,555
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI",NIANGHENE,16,16,111,101,212
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","OURO DIOUMA DIADJI",5,8,49,40,89
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","OURO DIOUMA MBISSANE",6,6,23,23,46
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","OUROUR NDIAWALDY",2,4,16,10,26
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI",PADE,38,57,300,327,627
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","SAME CONTOR",29,35,181,200,381
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","H1 DAROU NDIAYE KEUR MOR THIAMA",3,4,40,12,52
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","H2 MBODIENE SOUF",2,2,11,7,18
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","H3 MBODIENE KAO",6,9,60,28,88
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","H3 KEUR ATIM",6,6,41,37,78
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI","TOUBA NGOUNDIOURA",15,15,102,93,195
DIOURBEL,M’BACKE,KAEL,"DENDEYE GOUY GUI",WEYNDOULERY,3,5,32,17,49
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","BOUSTANE MBACKE",33,36,236,225,461
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","H2 KEUR MODOU KAMA",6,13,72,72,144
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","DAROU GUEYE",42,48,244,202,446
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","H2 GANDE ET GANA NIANG",10,28,193,148,341
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","H3 KEUR AMATH KA",4,12,81,51,132
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","H5 KEUR MBAYE NIANG",2,5,20,24,44
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","DAROU MARNANE",7,13,103,96,199
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","H2 TAWFEKH DAROU MARNANE",10,23,182,145,327
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","DAROU SALAM TYP",98,108,687,642,1329
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","H1 DAARA MOUNTAKHA BASSIROU MBACKE",1,1,64,0,64
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","H2 MBELOGNE GALLELE 1 ET 2",5,14,59,70,129
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","H3 TEWEL",11,15,78,60,138
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","H4 KEUR AMADOU BOSSO KA",5,8,76,55,131
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","H5 KEUR MBAYE FALL TINE",2,2,12,9,21
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","H6 MBOFY",14,26,203,154,357
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","NASROU KEUR DIOMBO (NDOURENE)",45,55,414,344,758
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","H1 KEUR BASSIROU NIANG",4,7,35,24,59
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","H2 KEUR SOUDOU PELOKH DIOME",20,27,200,129,329
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","NASROU MBACKE",45,50,375,276,651
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","H1 MEDINA SALAM",8,8,54,36,90
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","TAWFEKH KHAYGA",15,16,79,59,138
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","H2 KEUR SAMBA FAYE",4,13,106,66,172
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","H3 KEUR SAMBA MBAYE",13,25,170,132,302
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","H4 NGUINDE",5,7,51,46,97
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","H5 KEUR DIAB DIOME",18,23,137,150,287
DIOURBEL,M’BACKE,KAEL,"DAROU SALAM TYP","TEWEL (KEUR MASSEYE)",7,8,74,25,99
DIOURBEL,M’BACKE,KAEL,KAEL,"AFFE KAEL",6,8,78,61,139
DIOURBEL,M’BACKE,KAEL,KAEL,CONTOR,24,42,288,275,563
DIOURBEL,M’BACKE,KAEL,KAEL,"H1 HAMED NGIWEL",12,17,76,49,125
DIOURBEL,M’BACKE,KAEL,KAEL,"CONTOR 2 (NGUESS BOGEL)",11,18,141,114,255
DIOURBEL,M’BACKE,KAEL,KAEL,"DAROU GUEYE",1,1,9,2,11
DIOURBEL,M’BACKE,KAEL,KAEL,"DAROU MBAYENE",11,14,85,114,199
DIOURBEL,M’BACKE,KAEL,KAEL,"DAROU SALAM KAEL",5,5,44,6,50
DIOURBEL,M’BACKE,KAEL,KAEL,"DAROU WAHAB",17,18,58,57,115
DIOURBEL,M’BACKE,KAEL,KAEL,"DIABY (BOULEL)",3,10,50,52,102
DIOURBEL,M’BACKE,KAEL,KAEL,"DIROYE 1",6,8,50,62,112
DIOURBEL,M’BACKE,KAEL,KAEL,"DIROYE 2",9,12,80,81,161
DIOURBEL,M’BACKE,KAEL,KAEL,"FASS KAEL",15,20,154,167,321
DIOURBEL,M’BACKE,KAEL,KAEL,"H1 KEUR DIAM BOULO",1,1,9,9,18
DIOURBEL,M’BACKE,KAEL,KAEL,"GOUBE 1",3,3,35,26,61
DIOURBEL,M’BACKE,KAEL,KAEL,"GOUBE 2",3,4,27,18,45
DIOURBEL,M’BACKE,KAEL,KAEL,"LALOYE FONDE 1",2,2,14,17,31
DIOURBEL,M’BACKE,KAEL,KAEL,"H1 MBAMBADO",1,6,25,23,48
DIOURBEL,M’BACKE,KAEL,KAEL,"LALOYE FONDE 2",3,3,29,13,42
DIOURBEL,M’BACKE,KAEL,KAEL,"H1 BELELE DIABE",4,6,37,35,72
DIOURBEL,M’BACKE,KAEL,KAEL,"LAMA 1",3,3,12,10,22
DIOURBEL,M’BACKE,KAEL,KAEL,"H1 KEUR SEYDOU BA",8,12,86,92,178
DIOURBEL,M’BACKE,KAEL,KAEL,"H2 THIOGO",11,14,120,120,240
DIOURBEL,M’BACKE,KAEL,KAEL,"LAMA 2",4,4,34,37,71
DIOURBEL,M’BACKE,KAEL,KAEL,"H1 HAMET (KEUR SERIGNE BA)",1,1,5,13,18
DIOURBEL,M’BACKE,KAEL,KAEL,"MAGOUMBA NDAO",1,1,5,7,12
DIOURBEL,M’BACKE,KAEL,KAEL,"MAKA KAEL",74,75,420,389,809
DIOURBEL,M’BACKE,KAEL,KAEL,"H2 BOKI TOKI",8,20,145,156,301
DIOURBEL,M’BACKE,KAEL,KAEL,"H3 DAARA SERIGNE CHEIKH MBACKE",1,2,19,0,19
DIOURBEL,M’BACKE,KAEL,KAEL,"H4 FORAGE LAMA",12,32,225,191,416
DIOURBEL,M’BACKE,KAEL,KAEL,"H5 LANDAGOL",2,2,9,7,16
DIOURBEL,M’BACKE,KAEL,KAEL,"H6 NDINDE",1,1,13,7,20
DIOURBEL,M’BACKE,KAEL,KAEL,"H7 THIEWA",3,7,40,39,79
DIOURBEL,M’BACKE,KAEL,KAEL,"MBAGNE SEO",1,1,4,7,11
DIOURBEL,M’BACKE,KAEL,KAEL,"MBANAMY 1",11,13,77,73,150
DIOURBEL,M’BACKE,KAEL,KAEL,"H1 GOUNODE",4,5,22,33,55
DIOURBEL,M’BACKE,KAEL,KAEL,"MBANAMY 2",12,12,68,71,139
DIOURBEL,M’BACKE,KAEL,KAEL,"H2 KANDYSSADA",1,2,29,12,41
DIOURBEL,M’BACKE,KAEL,KAEL,"MBANDY PEULH",11,12,102,40,142
DIOURBEL,M’BACKE,KAEL,KAEL,"NDAM KAEL",5,5,20,16,36
DIOURBEL,M’BACKE,KAEL,KAEL,"H1 BOUNDOU BIRASSI",6,10,48,46,94
DIOURBEL,M’BACKE,KAEL,KAEL,NGASSAMA,3,5,22,12,34
DIOURBEL,M’BACKE,KAEL,KAEL,"H1 NDEMENE",1,1,16,13,29
DIOURBEL,M’BACKE,KAEL,KAEL,"NIOL NGUEL",9,16,79,97,176
DIOURBEL,M’BACKE,KAEL,KAEL,SAMTHIALLE,47,57,377,301,678
DIOURBEL,M’BACKE,KAEL,KAEL,THIENENE,10,14,96,85,181
DIOURBEL,M’BACKE,KAEL,KAEL,"TOUBA DABEL",2,2,53,0,53
DIOURBEL,M’BACKE,KAEL,KAEL,"TOUBA KAEL",11,12,66,82,148
DIOURBEL,M’BACKE,KAEL,KAEL,"H2 DIAMWELLY",1,1,6,0,6
DIOURBEL,M’BACKE,KAEL,KAEL,"H3 THIAMENE",1,1,9,2,11
DIOURBEL,M’BACKE,KAEL,KAEL,"H4 NDIA",1,2,8,3,11
DIOURBEL,M’BACKE,KAEL,KAEL,"TOUBA KAEL PEULH",4,5,23,34,57
DIOURBEL,M’BACKE,KAEL,KAEL,"TYPE SAMBA",30,43,223,198,421
DIOURBEL,M’BACKE,KAEL,MADINA,"BOBY KANDJI",33,35,180,272,452
DIOURBEL,M’BACKE,KAEL,MADINA,"BOBY MBACKE",27,27,127,115,242
DIOURBEL,M’BACKE,KAEL,MADINA,BOURSAKH,12,20,103,93,196
DIOURBEL,M’BACKE,KAEL,MADINA,"DAROU NAHIM",3,3,12,11,23
DIOURBEL,M’BACKE,KAEL,MADINA,DIOUROUL,10,11,56,42,98
DIOURBEL,M’BACKE,KAEL,MADINA,"H1 KEUR SADIBOU KA",2,2,16,13,29
